"","pid","parliament_number","name","dob","gender","start_date","end_date","riding_name","province","party_name","speaking_words","num_bills_passed","num_bills_failed","election_number"
"1109",198,40,"Réal Ménard","1962-05-13","M","2004-10-04","2009-11-09","Hochelaga","QC","B.Q.",67078,0,0,41
"1110",431,40,"Michael Ignatieff","1947-05-12","M","2006-04-03","2011-03-26","Etobicoke--Lakeshore","ON","Lib",67105,0,1,41
"1111",832,38,"Michael John Savage","","M","2004-10-04","2005-11-29","Dartmouth--Cole Harbour","NS","Lib",67112,0,0,39
"1112",567,41,"Justin Trudeau","1971-12-25","M","2008-11-18","","Papineau","QC","Lib",67154,0,1,42
"1113",198,38,"Réal Ménard","1962-05-13","M","2004-10-04","2009-11-09","Hochelaga","QC","B.Q.",67192,0,0,39
"1114",4464,36,"David Collenette","","M","1994-01-17","2004-05-23","Don Valley East","ON","Lib",67199,0,0,37
"1115",3377,35,"Stan Keyes","","M","1994-01-17","2004-05-23","Hamilton West","ON","Lib",67456,0,0,36
"1116",4361,36,"Wendy Lill","","F","1997-09-22","2004-05-23","Dartmouth","NS","N.D.P.",67678,0,0,37
"1117",407,39,"Jean-Pierre Blackburn","1948-07-06","M","2006-04-03","2011-03-26","Jonquière--Alma","QC","C",67703,0,4,40
"1118",5063,35,"Clifford Lincoln","","M","1994-01-17","1997-04-27","Lachine--Lac-Saint-Louis","QC","Lib",67730,0,0,36
"1119",446,39,"Rick Norlock","1948-03-07","M","2006-04-03","2015-10-19","Northumberland--Quinte West","ON","C",67869,0,0,40
"1120",167,37,"Derek Lee","1948-10-02","M","1994-01-17","2011-03-26","Scarborough--Rouge River","ON","Lib",68042,0,0,38
"1121",2111,36,"Svend Robinson","","M","1997-09-22","2004-05-23","Burnaby--Douglas","BC","N.D.P.",68094,0,0,37
"1122",6403,35,"René Canuel","","M","1994-01-17","2000-10-22","Matapédia--Matane","QC","B.Q.",68158,0,0,36
"1123",306,40,"Borys Wrzesnewskyj","1960-11-10","M","2004-10-04","2011-03-26","Etobicoke Centre","ON","Lib",68166,0,5,41
"1124",567,40,"Justin Trudeau","1971-12-25","M","2008-11-18","","Papineau","QC","Lib",68235,0,0,41
"1125",422,40,"Sukh Dhaliwal","1960-10-01","M","2006-04-03","2011-03-26","Newton--North Delta","BC","Lib",68250,0,0,41
"1126",288,40,"Alan Tonks","1943-04-02","M","2001-01-29","2011-03-26","York South--Weston","ON","Lib",68328,0,1,41
"1127",4882,36,"Art Eggleton","","M","1994-01-17","2004-05-23","York Centre","ON","Lib",68358,0,0,37
"1128",274,39,"Paul Steckle","1942-05-10","M","1994-01-17","2008-09-07","Huron--Bruce","ON","Lib",68365,0,1,40
"1129",256,40,"Andrew Scheer","1979-05-20","M","2004-10-04","","Regina--Qu'Appelle","SK","C",68385,0,0,41
"1130",442,39,"Maria Mourani","1969-05-19","F","2006-04-03","2013-09-12","Ahuntsic","QC","B.Q.",68445,0,1,40
"1131",455,39,"Brian Storseth","1978-02-13","M","2006-04-03","2015-10-19","Westlock--St. Paul","AB","C",68608,0,0,40
"1132",5019,36,"Jean-Guy Chrétien","","M","1997-09-22","2000-10-22","Frontenac--Mégantic","QC","B.Q.",68615,0,0,37
"1133",2698,36,"David Price","","M","2000-09-12","2004-05-23","Compton--Stanstead","QC","Lib",68696,0,0,37
"1134",604,40,"Kelly Block","1961-11-30","F","2008-11-18","2015-10-19","Saskatoon--Rosetown--Biggar","SK","C",68716,0,1,41
"1135",140,39,"Charles Hubbard","1940-10-29","M","1994-01-17","2008-09-07","Miramichi","NB","Lib",68751,0,0,40
"1136",94,39,"Gilles Duceppe","1947-07-22","M","2006-04-03","2011-03-26","Laurier--Sainte-Marie","QC","B.Q.",68838,0,0,40
"1137",3127,36,"Jim Gouk","","M","1997-09-22","2000-10-22","West Kootenay--Okanagan","BC","Ref.",68840,0,0,37
"1138",181,36,"John Maloney","1945-01-05","M","1997-09-22","2004-05-23","Erie--Lincoln","ON","Lib",68930,0,0,37
"1139",3028,35,"Dale Johnston","","M","1994-01-17","2000-10-22","Wetaskiwin","AB","Ref.",68970,0,0,36
"1140",412,39,"Blaine Calkins","1968-12-25","M","2006-04-03","2015-10-19","Wetaskiwin","AB","C",69050,0,0,40
"1141",69,38,"Joe Comartin","1947-12-26","M","2004-10-04","2015-10-19","Windsor--Tecumseh","ON","N.D.P.",69303,0,0,39
"1142",138,39,"Betty Hinton","1950-02-22","F","2006-04-03","2008-09-07","Kamloops--Thompson--Cariboo","BC","C",69629,0,0,40
"1143",241,37,"Karen Redman","1953-01-08","F","1997-09-22","2008-09-07","Kitchener Centre","ON","Lib",69768,0,0,38
"1144",187,37,"Paul Martin","1938-08-28","M","1994-01-17","2008-09-07","LaSalle--Émard","QC","Lib",69825,0,7,38
"1145",603,40,"Randy Hoback","1967-12-19","M","2008-11-18","","Prince Albert","SK","C",69884,0,0,41
"1146",4356,36,"Michelle Dockrill","","F","1997-09-22","2000-10-22","Bras D'Or","NS","N.D.P.",70174,0,0,37
"1147",3943,36,"Jack Ramsay","","M","1994-01-17","2000-10-22","Crowfoot","AB","Ref.",70387,0,0,37
"1148",7924,35,"Philippe Paré","","M","1994-01-17","1997-04-27","Louis-Hébert","QC","B.Q.",70600,0,0,36
"1149",5235,35,"Alfonso Gagliano","","M","1994-01-17","1997-04-27","Saint-Léonard","QC","Lib",70679,0,0,36
"1150",409,40,"Sylvie Boucher","1962-12-18","F","2006-04-03","2011-03-26","Beauport--Limoilou","QC","C",70693,0,0,41
"1151",272,39,"Lloyd St. Amand","1952-11-10","M","2006-04-03","2008-09-07","Brant","ON","Lib",70899,0,4,40
"1152",4051,35,"Nelson Riis","","M","1994-01-17","2000-10-22","Kamloops","BC","N.D.P.",70933,0,0,36
"1153",29,36,"Bernard Bigras","1969-06-04","M","1997-09-22","2000-10-22","Rosemont","QC","B.Q.",70933,0,0,37
"1154",2064,37,"Paul Forseth","","M","2001-01-29","2004-05-23","New Westminster--Coquitlam--Burnaby","BC","CA",70941,0,3,38
"1155",217,39,"Bev Oda","1944-07-27","F","2006-04-03","2012-07-31","Durham","ON","C",71009,0,0,40
"1156",302,40,"Jeff Watson","1971-03-25","M","2004-10-04","2015-10-19","Essex","ON","C",71018,0,0,41
"1157",568,40,"Nicolas Dufour","1987-06-01","M","2008-11-18","2011-03-26","Repentigny","QC","B.Q.",71217,0,1,41
"1158",418,39,"Patricia Davidson","1946-06-30","F","2006-04-03","2011-03-26","Sarnia--Lambton","ON","C",71251,0,0,40
"1159",95,41,"John Duncan","1948-12-19","M","2008-11-18","2015-10-19","Vancouver Island North","BC","C",71284,3,0,42
"1160",7521,35,"Jesse Flis","","M","1994-01-17","1997-04-27","Parkdale--High Park","ON","Lib",71287,0,0,36
"1161",46,41,"Gord Brown","1960-08-31","M","2004-10-04","2015-10-19","Leeds--Grenville","ON","C",71407,1,2,42
"1162",9289,41,"Adam Vaughan","","M","2014-06-30","2015-10-19","Trinity--Spadina","ON","Lib",71451,0,0,42
"1163",4458,35,"Charles Caccia","","M","1994-01-17","2004-05-23","Davenport","ON","Lib",71543,0,0,36
"1164",2399,37,"Lynn Myers","","M","1997-09-22","2004-05-23","Waterloo--Wellington","ON","Lib",71566,0,0,38
"1165",613,40,"Andrew Saxton","1964-03-11","M","2008-11-18","2015-10-19","North Vancouver","BC","C",71696,0,0,41
"1166",7956,35,"Warren Allmand","","M","1994-01-17","1997-04-27","Notre-Dame-De-Grâce","QC","Lib",71766,0,0,36
"1167",598,40,"Niki Ashton","1982-09-09","F","2008-11-18","2015-10-19","Churchill","MB","N.D.P.",71820,0,1,41
"1168",1,40,"Jim Abbott","1942-08-18","M","2004-10-04","2011-03-26","Kootenay--Columbia","BC","C",71844,0,0,41
"1169",295,40,"Peter Van Loan","1963-04-18","M","2004-10-04","","York--Simcoe","ON","C",71877,2,9,41
"1170",83,40,"Johanne Deschamps","1959-04-02","F","2004-10-04","2011-03-26","Laurentides--Labelle","QC","B.Q.",71945,0,2,41
"1171",438,39,"Fabian Manning","1964-05-21","M","2006-04-03","2008-09-07","Avalon","NL","C",72030,0,0,40
"1172",255,39,"Francis Scarpaleggia","1957-06-06","M","2004-10-04","","Lac-Saint-Louis","QC","Lib",72036,0,3,40
"1173",68,40,"Denis Coderre","1963-07-25","M","1997-09-22","2013-06-03","Bourassa","QC","Lib",72326,0,0,41
"1174",5266,36,"Yves Rocheleau","","M","1994-01-17","2004-05-23","Trois-Rivières","QC","B.Q.",72364,0,0,37
"1175",558,41,"Greg Kerr","1947-10-08","M","2008-11-18","2015-10-19","West Nova","NS","C",72518,1,0,42
"1176",183,36,"Inky Mark","1947-11-17","M","1997-09-22","2000-10-22","Dauphin--Swan River","MB","Ref.",72595,0,0,37
"1177",252,37,"Benoît Sauvageau","1963-11-22","M","1997-09-22","2006-11-27","Repentigny","QC","B.Q.",72608,0,0,38
"1178",455,41,"Brian Storseth","1978-02-13","M","2006-04-03","2015-10-19","Westlock--St. Paul","AB","C",72620,1,1,42
"1179",4614,36,"Jim Jones","","M","1997-09-22","2000-10-22","Markham","ON","P.C.",72635,0,0,37
"1180",249,40,"Anthony Rota","1961-05-15","M","2004-10-04","2011-03-26","Nipissing--Timiskaming","ON","Lib",72769,0,1,41
"1181",458,39,"Dave Van Kesteren","1955-10-07","M","2006-04-03","2015-10-19","Chatham-Kent--Essex","ON","C",72867,0,0,40
"1182",3132,37,"Chuck Cadman","","M","2001-01-29","2004-05-23","Surrey North","BC","CA",72943,0,14,38
"1183",44,38,"Scott Brison","1967-05-10","M","2003-12-11","","Kings--Hants","NS","Lib",73104,0,0,39
"1184",232,35,"Louis Plamondon","1943-07-31","M","1994-01-17","2000-10-22","Richelieu","QC","B.Q.",73175,0,0,36
"1185",4478,36,"Alex Shepherd","","M","1994-01-17","2004-05-23","Durham","ON","Lib",73187,0,0,37
"1186",2,37,"Diane Ablonczy","1949-05-06","F","2001-01-29","2004-05-23","Calgary Nose Hill","AB","CA",73291,0,1,38
"1187",4675,37,"Mac Harb","","M","1994-01-17","2004-05-23","Ottawa Centre","ON","Lib",73376,0,62,38
"1188",5771,35,"Roger Simmons","","M","1994-01-17","1997-04-27","Burin--St. George's","NL","Lib",73411,0,0,36
"1189",1788,41,"Francine Raynault","","F","2011-05-02","2015-10-19","Joliette","QC","N.D.P.",73412,0,1,42
"1190",95,36,"John Duncan","1948-12-19","M","1997-09-22","2000-10-22","Vancouver Island North","BC","Ref.",73456,0,0,37
"1191",415,39,"Chris Charlton","1963-07-04","F","2006-04-03","2015-10-19","Hamilton Mountain","ON","N.D.P.",73536,0,6,40
"1192",3217,36,"Angela Vautour","","F","1997-09-22","2000-10-22","Beauséjour--Petitcodiac","NB","N.D.P.",73689,0,0,37
"1193",64,39,"Michael Chong","1971-11-22","M","2004-10-04","","Wellington--Halton Hills","ON","C",73820,0,0,40
"1194",5112,36,"Hélène Alarie","","F","1997-09-22","2000-10-22","Louis-Hébert","QC","B.Q.",73827,0,0,37
"1195",3899,37,"Dave Chatters","","M","2001-01-29","2004-05-23","Athabasca","AB","CA",73839,0,3,38
"1196",175,39,"James Lunney","1951-09-05","M","2004-10-04","2015-03-30","Nanaimo--Alberni","BC","C",73983,0,1,40
"1197",158,38,"Mario Laframboise","1957-11-07","M","2004-10-04","2005-11-29","Argenteuil--Mirabel","QC","B.Q.",73988,0,0,39
"1198",48,40,"Paule Brunelle","1953-08-21","F","2004-10-04","2011-03-26","Trois-Rivières","QC","B.Q.",74050,0,0,41
"1199",135,39,"Loyola Hearn","1943-03-25","M","2006-04-03","2008-09-07","St. John's South--Mount Pearl","NL","C",74078,0,2,40
"1200",3127,37,"Jim Gouk","","M","2001-01-29","2004-05-23","Kootenay--Boundary--Okanagan","BC","CA",74083,0,7,38
"1201",302,39,"Jeff Watson","1971-03-25","M","2004-10-04","2015-10-19","Essex","ON","C",74133,0,2,40
"1202",19,39,"Dave Batters","1969-07-12","M","2004-10-04","2008-09-07","Palliser","SK","C",74319,0,1,40
"1203",3160,35,"David Anderson","","M","1994-01-17","2005-11-29","Victoria","BC","Lib",74355,0,0,36
"1204",561,41,"Rodney Weston","1964-03-28","M","2008-11-18","2015-10-19","Saint John","NB","C",74480,0,1,42
"1205",297,39,"Robert Vincent","1956-04-13","M","2004-10-04","2011-03-26","Shefford","QC","B.Q.",74570,0,0,40
"1206",116,37,"Michel Gauthier","1950-02-18","M","1994-01-17","2005-11-29","Roberval","QC","B.Q.",74625,0,0,38
"1207",103,37,"Brian Fitzpatrick","1945-11-18","M","2001-01-29","2004-05-23","Prince Albert","SK","CA",74632,0,0,38
"1208",396,40,"Harold Albrecht","1949-10-15","M","2006-04-03","","Kitchener--Conestoga","ON","C",74841,0,0,41
"1209",4873,36,"Herb Gray","","M","1994-01-17","2004-05-23","Windsor West","ON","Lib",74884,0,0,37
"1210",587,40,"Lois Brown","1955-01-22","F","2008-11-18","2015-10-19","Newmarket--Aurora","ON","C",74956,0,0,41
"1211",3355,35,"Jean Augustine","","F","1994-01-17","2005-11-29","Etobicoke--Lakeshore","ON","Lib",74977,0,0,36
"1212",395,39,"Todd Russell","1966-12-22","M","2004-10-04","2011-03-26","Labrador","NL","Lib",74980,0,0,40
"1213",2773,36,"Odina Desrochers","","M","1997-09-22","2000-10-22","Lotbinière","QC","B.Q.",75073,0,0,37
"1214",562,40,"Alexandra Mendes","1963-11-03","F","2008-11-18","2011-03-26","Brossard--La Prairie","QC","Lib",75222,0,2,41
"1215",129,39,"Helena Guergis","1969-02-19","F","2004-10-04","2010-04-08","Simcoe--Grey","ON","C",75268,0,0,40
"1216",3482,38,"Peter Adams","","M","1994-01-17","2005-11-29","Peterborough","ON","Lib",75334,0,0,39
"1217",3845,35,"Nick Discepola","","M","1994-01-17","1997-04-27","Vaudreuil","QC","Lib",75372,0,0,36
"1218",4464,37,"David Collenette","","M","1994-01-17","2004-05-23","Don Valley East","ON","Lib",75402,0,10,38
"1219",255,40,"Francis Scarpaleggia","1957-06-06","M","2004-10-04","","Lac-Saint-Louis","QC","Lib",75640,0,3,41
"1220",200,41,"Ted Menzies","1952-02-18","M","2004-10-04","2013-11-07","Macleod","AB","C",75701,0,0,42
"1221",595,40,"John Rafferty","1953-07-03","M","2008-11-18","2015-10-19","Thunder Bay--Rainy River","ON","N.D.P.",75740,0,5,41
"1222",6410,35,"Sheila Finestone","","F","1994-01-17","2000-10-22","Mount Royal","QC","Lib",75742,0,0,36
"1223",8486,41,"Pierre Jacob","","M","2011-05-02","2015-10-19","Brome--Missisquoi","QC","N.D.P.",75750,0,1,42
"1224",8661,41,"Tarik Brahmi","","M","2011-05-02","2015-10-19","Saint-Jean","QC","N.D.P.",75818,0,2,42
"1225",546,39,"Thomas Mulcair","1954-10-24","M","2007-09-17","","Outremont","QC","N.D.P.",75848,0,1,40
"1226",3949,37,"Deborah Grey","","F","2001-01-29","2004-05-23","Edmonton North","AB","CA",75862,0,2,38
"1227",3121,37,"Andy Burton","","M","2001-01-29","2004-05-23","Skeena","BC","CA",75906,0,1,38
"1228",218,37,"Stephen Owen","1948-09-08","M","2001-01-29","2008-03-17","Vancouver Quadra","BC","Lib",76119,0,0,38
"1229",8606,41,"Romeo Saganash","","M","2011-05-02","","Abitibi--Baie-James--Nunavik--Eeyou","QC","N.D.P.",76189,0,3,42
"1230",596,40,"Bruce Hyer","1946-08-06","M","2008-11-18","2012-04-23","Thunder Bay--Superior North","ON","N.D.P.",76234,0,3,41
"1231",4342,37,"Norman E. Doyle","","M","1997-09-22","2004-05-23","St. John's East","NL","P.C.",76694,0,0,38
"1232",427,41,"Royal Galipeau","1947-01-05","M","2006-04-03","2015-10-19","Ottawa--Orléans","ON","C",76701,0,0,42
"1233",132,38,"Stephen Harper","1959-04-30","M","2004-10-04","2015-10-19","Calgary Southwest","AB","C",76708,0,0,39
"1234",24,39,"Carolyn Bennett","1950-12-20","F","1997-09-22","2015-10-19","St. Paul's","ON","Lib",76848,0,1,40
"1235",842,36,"André Bachand","","M","1997-09-22","2004-05-23","Richmond--Arthabaska","QC","P.C.",76853,0,0,37
"1236",4317,36,"Elsie Wayne","","F","1994-01-17","2004-05-23","Saint John","NB","P.C.",76928,0,0,37
"1237",8737,41,"Joe Daniel","","M","2011-05-02","2015-10-19","Don Valley East","ON","C",76965,0,0,42
"1238",2502,35,"Andy Mitchell","","M","1994-01-17","2005-11-29","Parry Sound--Muskoka","ON","Lib",77024,0,0,36
"1239",6518,36,"Lee Morrison","","M","1997-09-22","2000-10-22","Cypress Hills--Grasslands","SK","Ref.",77169,0,0,37
"1240",6518,35,"Lee Morrison","","M","1994-01-17","1997-04-27","Swift Current--Maple Creek--Assiniboia","SK","Ref.",77361,0,0,36
"1241",178,39,"Dave MacKenzie","1946-06-12","M","2004-10-04","","Oxford","ON","C",77369,0,0,40
"1242",230,36,"Pauline Picard","1947-04-27","F","1994-01-17","2008-09-07","Drummond","QC","B.Q.",77578,0,0,37
"1243",30,35,"Bill Blaikie","1951-06-19","M","1994-01-17","2004-05-23","Winnipeg--Transcona","MB","N.D.P.",77579,0,0,36
"1244",3410,37,"Pat O'Brien","","M","1997-09-22","2005-06-05","London--Fanshawe","ON","Lib",77583,0,2,38
"1245",456,39,"David Sweet","1957-06-24","M","2006-04-03","2015-10-19","Ancaster--Dundas--Flamborough--Westdale","ON","C",77585,0,0,40
"1246",142,36,"Rahim Jaffer","1971-12-15","M","1997-09-22","2000-10-22","Edmonton Strathcona","AB","Ref.",77826,0,0,37
"1247",459,39,"Josée Verner","1959-12-30","F","2006-04-03","2011-03-26","Louis-Saint-Laurent","QC","C",77967,0,1,40
"1248",3849,36,"Stéphane Bergeron","","M","1994-01-17","2000-10-22","Verchères","QC","B.Q.",78074,0,0,37
"1249",4882,35,"Art Eggleton","","M","1994-01-17","2004-05-23","York Centre","ON","Lib",78242,0,0,36
"1250",8361,41,"Julian Fantino","1942-08-13","M","2010-12-06","2015-10-19","Vaughan","ON","C",78274,1,1,42
"1251",216,36,"Deepak Obhrai","1950-07-05","M","1997-09-22","2000-10-22","Calgary East","AB","Ref.",78637,0,0,37
"1252",6437,36,"Pierre De Savoye","","M","1994-01-17","2000-10-22","Portneuf","QC","B.Q.",78666,0,0,37
"1253",5767,35,"Fred Mifflin","","M","1994-01-17","2000-10-22","Bonavista--Trinity--Conception","NL","Lib",79074,0,0,36
"1254",132,40,"Stephen Harper","1959-04-30","M","2004-10-04","2015-10-19","Calgary Southwest","AB","C",79083,0,2,41
"1255",6526,36,"Derrek Konrad","","M","1997-09-22","2000-10-22","Prince Albert","SK","Ref.",79267,0,0,37
"1256",296,39,"Maurice Vellacott","1955-09-29","M","2004-10-04","2015-10-19","Saskatoon--Wanuskewin","SK","C",79321,0,1,40
"1257",3985,35,"Grant Hill","","M","1994-01-17","2000-10-22","Macleod","AB","Ref.",79611,0,0,36
"1258",6347,35,"Marcel Massé","","M","1994-01-17","2000-10-22","Hull--Aylmer","QC","Lib",79792,0,0,36
"1259",455,40,"Brian Storseth","1978-02-13","M","2006-04-03","2015-10-19","Westlock--St. Paul","AB","C",80060,0,0,41
"1260",48,39,"Paule Brunelle","1953-08-21","F","2004-10-04","2011-03-26","Trois-Rivières","QC","B.Q.",80129,0,0,40
"1261",121,35,"Ralph Goodale","1949-10-05","M","1994-01-17","1997-04-27","Regina--Wascana","SK","Lib",80145,0,0,36
"1262",205,40,"Maria Minna","1948-03-14","F","1997-09-22","2011-03-26","Beaches--East York","ON","Lib",80248,0,0,41
"1263",152,39,"Jason Kenney","1968-05-30","M","2004-10-04","2015-10-19","Calgary Southeast","AB","C",80293,0,0,40
"1264",56,39,"Robert Carrier","1941-06-03","M","2004-10-04","2011-03-26","Alfred-Pellan","QC","B.Q.",80318,0,1,40
"1265",584,40,"Ed Holder","1954-07-14","M","2008-11-18","2015-10-19","London West","ON","C",80378,0,0,41
"1266",4033,36,"Grant McNally","","M","1997-09-22","2000-10-22","Dewdney--Alouette","BC","Ref.",80481,0,0,37
"1267",418,41,"Patricia Davidson","1946-06-30","F","2011-05-02","2015-10-19","Sarnia--Lambton","ON","C",80522,1,0,42
"1268",8596,41,"Manon Perreault","","F","2011-05-02","2014-06-05","Montcalm","QC","N.D.P.",80531,0,1,42
"1269",304,39,"Bryon Wilfert","1952-07-14","M","2004-10-04","2011-03-26","Richmond Hill","ON","Lib",80624,0,0,40
"1270",3132,36,"Chuck Cadman","","M","1997-09-22","2000-10-22","Surrey North","BC","Ref.",80632,0,0,37
"1271",2100,35,"Mike Scott","","M","1994-01-17","2000-10-22","Skeena","BC","Ref.",80641,0,0,36
"1272",612,40,"Cathy McLeod","1957-06-12","F","2008-11-18","","Kamloops--Thompson--Cariboo","BC","C",80675,0,0,41
"1273",5100,37,"Antoine Dubé","","M","2001-01-29","2004-05-23","Lévis-Et-Chutes-De-La-Chaudière","QC","B.Q.",80701,0,1,38
"1274",31,40,"Raynald Blais","1954-01-05","M","2004-10-04","2011-03-26","Gaspésie--Îles-de-la-Madeleine","QC","B.Q.",80719,0,0,41
"1275",101,39,"Meili Faille","1972-06-18","F","2004-10-04","2011-03-26","Vaudreuil--Soulanges","QC","B.Q.",80738,0,0,40
"1276",429,39,"Luc Harvey","1964-04-04","M","2006-04-03","2008-09-07","Louis-Hébert","QC","C",80826,0,0,40
"1277",58,36,"Bill Casey","1945-02-19","M","1997-09-22","2004-05-23","Cumberland--Colchester","NS","P.C.",80888,0,0,37
"1278",578,40,"Frank Valeriote","1954-08-15","M","2008-11-18","2015-10-19","Guelph","ON","Lib",80905,0,4,41
"1279",273,39,"Brent St. Denis","1950-05-27","M","2004-10-04","2008-09-07","Algoma--Manitoulin--Kapuskasing","ON","Lib",80910,0,4,40
"1280",452,39,"Bev Shipley","1947-06-22","M","2006-04-03","","Lambton--Kent--Middlesex","ON","C",80951,0,0,40
"1281",88,39,"Ruby Dhalla","1974-02-18","F","2004-10-04","2011-03-26","Brampton--Springdale","ON","Lib",81127,0,0,40
"1282",3017,36,"Charlie Penson","","M","1994-01-17","2000-10-22","Peace River","AB","Ref.",81162,0,0,37
"1283",448,40,"Christian Paradis","1974-01-01","M","2006-04-03","2015-10-19","Mégantic--L'Érable","QC","C",81180,0,1,41
"1284",4682,35,"John Manley","","M","1994-01-17","2004-05-23","Ottawa South","ON","Lib",81261,0,0,36
"1285",136,39,"Russ Hiebert","1969-02-08","M","2004-10-04","2015-10-19","South Surrey--White Rock--Cloverdale","BC","C",81287,0,0,40
"1286",184,39,"Diane Marleau","1943-06-21","F","1994-01-17","2008-09-07","Sudbury","ON","Lib",81314,0,1,40
"1287",237,39,"Joe Preston","1955-06-14","M","2004-10-04","2015-10-19","Elgin--Middlesex--London","ON","C",81375,0,0,40
"1288",22,39,"Don Bell","1942-03-10","M","2004-10-04","2008-09-07","North Vancouver","BC","Lib",81455,0,1,40
"1289",266,37,"Carol Skelton","1945-12-12","F","2001-01-29","2004-05-23","Saskatoon--Rosetown--Biggar","SK","CA",81494,0,3,38
"1290",439,39,"Wayne Marston","1947-02-27","M","2006-04-03","2015-10-19","Hamilton East--Stoney Creek","ON","N.D.P.",81498,0,1,40
"1291",2064,36,"Paul Forseth","","M","1997-09-22","2000-10-22","New Westminster--Coquitlam--Burnaby","BC","Ref.",81583,0,0,37
"1292",8904,41,"Bryan Hayes","","M","2011-05-02","2015-10-19","Sault Ste. Marie","ON","C",81660,0,0,42
"1293",81,40,"Stockwell Day","1950-08-16","M","2004-10-04","2011-03-26","Okanagan--Coquihalla","BC","C",81688,7,3,41
"1294",427,39,"Royal Galipeau","1947-01-05","M","2006-04-03","2015-10-19","Ottawa--Orléans","ON","C",81773,0,0,40
"1295",2820,37,"Pierre Pettigrew","","M","1997-09-22","2004-05-23","Papineau--Saint-Denis","QC","Lib",81797,0,6,38
"1296",3160,37,"David Anderson","","M","1994-01-17","2005-11-29","Victoria","BC","Lib",81931,0,6,38
"1297",2820,36,"Pierre Pettigrew","","M","1997-09-22","2004-05-23","Papineau--Saint-Denis","QC","Lib",82029,0,0,37
"1298",286,40,"David Tilson","1941-03-19","M","2004-10-04","","Dufferin--Caledon","ON","C",82134,0,4,41
"1299",241,39,"Karen Redman","1953-01-08","F","1997-09-22","2008-09-07","Kitchener Centre","ON","Lib",82162,0,1,40
"1300",191,37,"John McCallum","1950-04-09","M","2001-01-29","2004-05-23","Markham","ON","Lib",82178,0,3,38
"1301",3985,36,"Grant Hill","","M","1994-01-17","2000-10-22","Macleod","AB","Ref.",82271,0,0,37
"1302",3102,37,"Ted White","","M","2001-01-29","2004-05-23","North Vancouver","BC","CA",82311,0,6,38
"1303",103,39,"Brian Fitzpatrick","1945-11-18","M","2004-10-04","2008-09-07","Prince Albert","SK","C",82319,0,1,40
"1304",221,38,"Pierre Paquette","1955-06-01","M","2001-01-29","2011-03-26","Joliette","QC","B.Q.",82398,0,1,39
"1305",105,40,"Raymonde Folco","1940-03-16","F","2004-10-04","2011-03-26","Laval--Les Îles","QC","Lib",82416,0,3,41
"1306",130,36,"Michel Guimond","1953-12-26","M","1994-01-17","2000-10-22","Beauport--Montmorency--Orléans","QC","B.Q.",82426,0,0,37
"1307",186,38,"Keith Martin","1960-04-13","M","2004-10-04","2011-03-26","Esquimalt--Juan de Fuca","BC","Lib",82483,0,0,39
"1308",294,39,"Roger Valley","1957-01-28","M","2004-10-04","2008-09-07","Kenora","ON","Lib",82488,0,1,40
"1309",447,40,"Christian Ouellet","1934-04-22","M","2006-04-03","2011-03-26","Brome--Missisquoi","QC","B.Q.",82608,0,1,41
"1310",16,39,"Navdeep Bains","1977-06-16","M","2004-10-04","2011-03-26","Mississauga--Brampton South","ON","Lib",82776,0,2,40
"1311",1241,41,"Wai Young","","F","2011-05-02","2015-10-19","Vancouver South","BC","C",82815,0,1,42
"1312",112,37,"Christiane Gagnon","1948-04-16","F","1994-01-17","2011-03-26","Québec","QC","B.Q.",82838,0,1,38
"1313",59,39,"Rick Casson","1948-12-30","M","2004-10-04","2011-03-26","Lethbridge","AB","C",82841,0,1,40
"1314",133,36,"Dick Harris","1944-09-06","M","1994-01-17","2000-10-22","Prince George--Bulkley Valley","BC","Ref.",83135,0,0,37
"1315",78,39,"Rodger Cuzner","1955-11-04","M","2004-10-04","","Cape Breton--Canso","NS","Lib",83136,0,0,40
"1316",4395,36,"Mark Muise","","M","1997-09-22","2000-10-22","West Nova","NS","P.C.",83163,0,0,37
"1317",448,41,"Christian Paradis","1974-01-01","M","2006-04-03","2015-10-19","Mégantic--L'Érable","QC","C",83427,1,3,42
"1318",288,39,"Alan Tonks","1943-04-02","M","2001-01-29","2011-03-26","York South--Weston","ON","Lib",83443,0,0,40
"1319",432,39,"Tina Keeper","1962-03-20","F","2006-04-03","2008-09-07","Churchill","MB","Lib",83474,0,2,40
"1320",6256,35,"Sergio Marchi","","M","1994-01-17","2000-10-22","York West","ON","Lib",83850,0,0,36
"1321",6885,35,"Jack Frazer","","M","1994-01-17","1997-04-27","Saanich--Gulf Islands","BC","Ref.",84429,0,0,36
"1322",157,40,"Daryl Kramp","1947-06-14","M","2004-10-04","2015-10-19","Prince Edward--Hastings","ON","C",84564,0,8,41
"1323",43,39,"Garry Breitkreuz","1945-10-21","M","2004-10-04","2015-10-19","Yorkton--Melville","SK","C",84577,0,1,40
"1324",425,40,"Jim Flaherty","1949-12-30","M","2006-04-03","2014-04-10","Whitby--Oshawa","ON","C",84741,5,0,41
"1325",4405,35,"John Bryden","","M","1994-01-17","1997-04-27","Hamilton--Wentworth","ON","Lib",84856,0,0,36
"1326",6354,35,"René Laurin","","M","1994-01-17","2000-10-22","Joliette","QC","B.Q.",84878,0,0,36
"1327",59,36,"Rick Casson","1948-12-30","M","1997-09-22","2000-10-22","Lethbridge","AB","Ref.",84895,0,0,37
